age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
46.0,management,single,tertiary,no,2987,yes,no,cellular,16,jul,318.0,1,-1,0,
37.0,housemaid,married,secondary,no,12939,yes,yes,cellular,16,jul,39.0,9,-1,0,
31.0,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,jul,873.0,2,-1,0,
57.0,retired,married,secondary,no,975,no,no,cellular,16,jul,166.0,1,-1,0,
60.0,admin.,married,primary,no,-444,no,yes,cellular,16,jul,227.0,1,-1,0,
45.0,management,married,tertiary,no,96,yes,no,cellular,16,jul,202.0,1,-1,0,
37.0,technician,married,secondary,no,2707,yes,no,telephone,16,jul,109.0,1,-1,0,
36.0,blue-collar,divorced,primary,no,17,yes,no,cellular,16,jul,329.0,1,-1,0,
26.0,blue-collar,single,primary,no,-35,no,no,cellular,16,jul,243.0,1,-1,0,
57.0,technician,married,primary,no,0,no,no,cellular,16,jul,214.0,1,-1,0,
47.0,services,divorced,secondary,no,28,yes,no,cellular,16,jul,142.0,1,-1,0,
31.0,services,single,secondary,no,85,no,no,cellular,16,jul,151.0,1,-1,0,
50.0,management,married,tertiary,no,782,no,no,cellular,16,jul,335.0,1,-1,0,
48.0,services,single,secondary,no,133,yes,yes,cellular,16,jul,143.0,1,-1,0,
31.0,technician,single,tertiary,no,127,yes,no,cellular,16,jul,122.0,1,-1,0,
48.0,self-employed,divorced,tertiary,no,41,yes,no,cellular,16,jul,198.0,2,-1,0,
28.0,technician,married,secondary,no,272,no,yes,cellular,16,jul,183.0,1,-1,0,
43.0,technician,married,secondary,no,714,yes,no,cellular,16,jul,255.0,1,-1,0,
27.0,technician,married,tertiary,no,77,yes,no,cellular,16,jul,143.0,1,-1,0,
39.0,management,divorced,tertiary,no,1315,yes,no,cellular,16,jul,885.0,1,-1,0,
56.0,blue-collar,married,primary,no,0,yes,no,cellular,16,jul,1222.0,1,-1,0,
56.0,management,married,tertiary,no,23,yes,no,cellular,16,jul,156.0,2,-1,0,
47.0,services,married,secondary,no,651,no,yes,cellular,16,jul,325.0,2,-1,0,
30.0,management,married,tertiary,no,319,yes,yes,cellular,16,jul,91.0,2,-1,0,
39.0,blue-collar,married,primary,no,50,no,no,cellular,16,jul,147.0,2,-1,0,
57.0,retired,married,secondary,no,374,yes,yes,cellular,16,jul,236.0,1,-1,0,
26.0,admin.,single,secondary,no,74,no,yes,cellular,16,jul,419.0,2,-1,0,
60.0,admin.,single,secondary,no,646,yes,no,telephone,16,jul,649.0,2,-1,0,
47.0,blue-collar,divorced,secondary,no,-4,yes,no,cellular,16,jul,77.0,1,-1,0,
,blue-collar,single,secondary,no,158,yes,yes,cellular,16,jul,231.0,2,-1,0,
34.0,management,married,tertiary,no,557,yes,no,cellular,16,jul,513.0,1,-1,0,
29.0,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,988.0,1,-1,0,
35.0,blue-collar,married,secondary,no,975,yes,no,cellular,16,jul,102.0,1,-1,0,
32.0,management,divorced,tertiary,no,219,yes,no,cellular,16,jul,111.0,1,-1,0,
28.0,management,single,tertiary,no,1,yes,no,cellular,16,jul,241.0,2,-1,0,
58.0,blue-collar,married,primary,no,0,no,no,telephone,16,jul,558.0,6,-1,0,
48.0,retired,single,primary,no,119,no,yes,cellular,16,jul,177.0,1,-1,0,
34.0,blue-collar,married,primary,no,602,yes,no,cellular,16,jul,680.0,1,-1,0,
27.0,admin.,divorced,secondary,no,451,yes,no,cellular,16,jul,652.0,1,-1,0,
31.0,admin.,divorced,secondary,no,1210,no,no,cellular,16,jul,350.0,1,-1,0,
25.0,admin.,single,secondary,no,-213,no,yes,cellular,16,jul,592.0,1,-1,0,
32.0,management,single,tertiary,no,1010,yes,no,cellular,16,jul,924.0,1,-1,0,
26.0,management,single,tertiary,no,55,no,yes,cellular,16,jul,165.0,5,-1,0,
48.0,housemaid,married,primary,no,-31,yes,no,cellular,16,jul,128.0,2,-1,0,
50.0,blue-collar,married,secondary,no,907,no,yes,cellular,16,jul,68.0,1,-1,0,
31.0,management,single,tertiary,no,574,yes,no,cellular,16,jul,410.0,2,-1,0,
45.0,management,married,tertiary,no,2,yes,no,cellular,16,jul,192.0,2,-1,0,
47.0,blue-collar,divorced,secondary,no,25,no,yes,cellular,16,jul,81.0,6,-1,0,
48.0,technician,married,secondary,no,268,no,no,cellular,16,jul,128.0,1,-1,0,
38.0,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,jul,158.0,1,-1,0,
57.0,admin.,divorced,secondary,no,1403,yes,no,cellular,16,jul,547.0,2,-1,0,
43.0,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019.0,11,-1,0,
38.0,technician,married,secondary,no,217,no,yes,cellular,16,jul,93.0,3,-1,0,
33.0,housemaid,single,primary,no,39,yes,no,cellular,16,jul,332.0,3,-1,0,
32.0,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709.0,2,-1,0,
39.0,services,married,secondary,no,1323,yes,yes,telephone,16,jul,188.0,1,-1,0,
34.0,services,married,secondary,no,889,yes,no,cellular,16,jul,417.0,7,-1,0,
30.0,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561.0,9,-1,0,
54.0,blue-collar,married,secondary,yes,381,yes,yes,telephone,16,jul,198.0,1,-1,0,
29.0,services,married,secondary,no,249,yes,no,cellular,16,jul,346.0,2,-1,0,
26.0,admin.,single,secondary,yes,0,yes,no,cellular,16,jul,157.0,2,-1,0,
35.0,management,married,tertiary,no,387,yes,no,cellular,16,jul,254.0,2,-1,0,
44.0,technician,single,,no,1431,no,no,cellular,16,jul,199.0,2,-1,0,
43.0,retired,married,secondary,no,808,no,no,cellular,16,jul,481.0,3,-1,0,
53.0,retired,married,secondary,no,366,no,yes,cellular,16,jul,171.0,6,-1,0,
34.0,admin.,married,secondary,no,396,yes,no,cellular,16,jul,101.0,3,-1,0,
56.0,unemployed,married,secondary,no,2629,no,no,cellular,16,jul,293.0,2,-1,0,
38.0,technician,single,tertiary,no,1314,yes,yes,cellular,16,jul,378.0,2,-1,0,
39.0,housemaid,married,primary,no,0,yes,no,telephone,16,jul,129.0,6,-1,0,
32.0,admin.,married,secondary,no,198,no,no,cellular,16,jul,132.0,2,-1,0,
,management,married,tertiary,no,2540,no,no,cellular,16,jul,1432.0,5,-1,0,
40.0,management,married,tertiary,no,0,yes,no,telephone,16,jul,87.0,5,-1,0,
45.0,housemaid,married,secondary,no,258,yes,no,cellular,16,jul,287.0,2,-1,0,
38.0,blue-collar,married,secondary,no,329,yes,yes,cellular,16,jul,111.0,4,-1,0,
32.0,admin.,married,secondary,no,0,no,no,cellular,16,jul,141.0,7,-1,0,
51.0,blue-collar,divorced,primary,no,1927,no,yes,cellular,16,jul,322.0,4,-1,0,
36.0,management,single,tertiary,no,548,yes,no,cellular,16,jul,254.0,3,-1,0,
50.0,management,married,secondary,no,1165,no,no,cellular,16,jul,,1,-1,0,
33.0,management,married,tertiary,no,4,yes,no,cellular,16,jul,285.0,5,-1,0,
60.0,blue-collar,married,primary,no,1477,yes,no,cellular,16,jul,69.0,3,-1,0,
39.0,management,married,tertiary,yes,-1586,yes,yes,cellular,16,jul,89.0,2,-1,0,
40.0,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018.0,2,-1,0,
40.0,management,married,secondary,no,394,yes,no,cellular,16,jul,60.0,5,-1,0,
59.0,blue-collar,divorced,primary,no,1228,no,yes,cellular,16,jul,57.0,3,-1,0,
45.0,admin.,married,secondary,no,248,no,no,cellular,16,jul,212.0,2,-1,0,
33.0,management,married,tertiary,no,296,no,no,cellular,16,jul,90.0,2,-1,0,
43.0,entrepreneur,single,secondary,no,5705,no,yes,cellular,16,jul,173.0,2,-1,0,
42.0,services,married,secondary,no,3465,yes,yes,cellular,16,jul,1039.0,2,-1,0,
31.0,admin.,married,secondary,no,5,yes,yes,cellular,16,jul,101.0,7,-1,0,
32.0,housemaid,married,primary,no,91,yes,no,cellular,16,jul,110.0,6,-1,0,
58.0,housemaid,single,tertiary,no,145,yes,yes,cellular,16,jul,128.0,2,-1,0,
40.0,technician,single,secondary,no,641,no,no,cellular,16,jul,156.0,6,-1,0,
41.0,entrepreneur,married,tertiary,no,2249,yes,no,telephone,16,jul,231.0,5,-1,0,
38.0,management,married,secondary,no,3500,yes,no,cellular,16,jul,406.0,4,-1,0,
32.0,admin.,single,secondary,no,116,no,yes,cellular,16,jul,255.0,2,-1,0,
55.0,admin.,married,secondary,no,-480,no,no,cellular,16,jul,538.0,2,-1,0,
43.0,technician,married,secondary,no,381,yes,no,cellular,16,jul,191.0,6,-1,0,
54.0,management,married,tertiary,no,0,no,no,cellular,16,jul,118.0,5,-1,0,
41.0,self-employed,married,secondary,no,634,yes,no,cellular,16,jul,239.0,2,-1,0,
44.0,technician,married,secondary,no,106,yes,no,cellular,16,jul,164.0,6,-1,0,
59.0,admin.,married,primary,no,4387,yes,no,telephone,16,jul,73.0,6,-1,0,
32.0,technician,single,secondary,no,-138,no,no,cellular,16,jul,278.0,2,-1,0,
29.0,admin.,married,secondary,no,73,yes,no,cellular,16,jul,252.0,2,-1,0,
40.0,technician,married,secondary,no,-357,yes,no,cellular,16,jul,700.0,4,-1,0,
36.0,blue-collar,divorced,secondary,no,1305,yes,no,cellular,16,jul,345.0,10,-1,0,
,technician,single,secondary,no,80,yes,no,cellular,16,jul,169.0,5,-1,0,
37.0,blue-collar,married,primary,no,61,yes,no,cellular,16,jul,156.0,3,-1,0,
27.0,student,married,secondary,no,119,yes,no,cellular,16,jul,781.0,2,-1,0,
38.0,services,married,secondary,no,123,yes,yes,telephone,16,jul,202.0,6,-1,0,
28.0,student,single,tertiary,no,61,yes,no,cellular,16,jul,401.0,8,-1,0,
35.0,management,married,tertiary,no,36,no,yes,cellular,16,jul,1656.0,5,-1,0,
60.0,admin.,divorced,secondary,no,0,no,yes,telephone,16,jul,357.0,7,-1,0,
55.0,entrepreneur,married,tertiary,no,12731,yes,no,cellular,16,jul,159.0,6,-1,0,
34.0,blue-collar,married,primary,no,425,yes,no,cellular,16,jul,1389.0,7,-1,0,
31.0,admin.,single,secondary,no,0,yes,no,cellular,16,jul,1056.0,2,-1,0,
32.0,self-employed,married,secondary,no,-1668,yes,yes,cellular,16,jul,166.0,6,-1,0,
31.0,services,married,secondary,yes,-455,no,yes,cellular,16,jul,168.0,2,-1,0,
59.0,management,divorced,tertiary,no,-232,no,yes,cellular,16,jul,97.0,2,-1,0,
40.0,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201.0,5,-1,0,
39.0,self-employed,married,tertiary,no,1238,yes,no,cellular,16,jul,212.0,1,-1,0,
48.0,entrepreneur,married,secondary,no,151,no,no,cellular,16,jul,191.0,1,-1,0,
25.0,blue-collar,single,secondary,no,195,no,no,cellular,16,jul,1339.0,3,-1,0,
59.0,management,married,tertiary,no,220,yes,no,telephone,16,jul,30.0,2,-1,0,
29.0,admin.,single,secondary,no,454,no,no,telephone,16,jul,127.0,11,-1,0,
42.0,technician,married,secondary,no,166,no,no,cellular,16,jul,319.0,5,-1,0,
38.0,admin.,married,secondary,no,0,yes,no,telephone,16,jul,284.0,8,-1,0,
38.0,admin.,married,secondary,no,0,yes,no,telephone,16,jul,264.0,5,-1,0,
58.0,retired,married,primary,no,91,no,yes,cellular,16,jul,204.0,2,-1,0,
38.0,services,married,secondary,no,0,no,yes,cellular,16,jul,1473.0,6,-1,0,
31.0,management,married,tertiary,yes,-1038,yes,no,cellular,16,jul,255.0,2,-1,0,
37.0,admin.,married,secondary,no,764,yes,no,cellular,16,jul,108.0,5,-1,0,
32.0,admin.,married,secondary,no,0,yes,no,cellular,16,jul,524.0,4,-1,0,
55.0,blue-collar,married,secondary,no,3919,no,no,cellular,16,jul,26.0,2,-1,0,
37.0,blue-collar,married,secondary,no,680,yes,yes,cellular,16,jul,613.0,3,-1,0,
45.0,technician,married,secondary,no,-312,yes,no,cellular,16,jul,268.0,1,-1,0,
29.0,management,married,tertiary,no,16,yes,no,cellular,16,jul,605.0,6,-1,0,
33.0,services,single,primary,no,92,yes,no,cellular,17,jul,63.0,11,-1,0,
49.0,retired,married,primary,no,1672,no,no,cellular,17,jul,128.0,3,-1,0,
36.0,technician,married,secondary,no,522,yes,no,cellular,17,jul,185.0,1,-1,0,
47.0,unemployed,married,secondary,no,49,yes,no,cellular,17,jul,66.0,7,-1,0,
59.0,management,married,primary,no,120,no,yes,cellular,17,jul,102.0,2,-1,0,
42.0,retired,married,primary,no,127,no,yes,cellular,17,jul,199.0,2,-1,0,
38.0,blue-collar,single,tertiary,no,14058,no,no,telephone,17,jul,293.0,20,-1,0,
51.0,services,married,primary,no,320,no,yes,cellular,17,jul,59.0,2,-1,0,
37.0,blue-collar,married,secondary,no,-26,no,no,telephone,17,jul,209.0,2,-1,0,
39.0,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,330.0,1,-1,0,
51.0,blue-collar,married,primary,no,0,no,yes,telephone,17,jul,299.0,9,-1,0,
27.0,management,married,tertiary,no,4909,no,yes,cellular,17,jul,159.0,3,-1,0,
43.0,management,married,primary,no,1880,yes,no,cellular,17,jul,63.0,6,-1,0,
,technician,married,secondary,no,1142,yes,no,cellular,17,jul,309.0,2,-1,0,
49.0,management,married,tertiary,no,78,no,yes,cellular,17,jul,257.0,2,-1,0,
37.0,services,single,secondary,no,43,yes,no,cellular,17,jul,36.0,2,-1,0,
52.0,technician,married,secondary,no,272,no,yes,cellular,17,jul,53.0,1,-1,0,
42.0,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71.0,1,-1,0,
34.0,blue-collar,married,secondary,no,808,yes,yes,cellular,17,jul,20.0,3,-1,0,
37.0,management,married,secondary,yes,33,no,yes,cellular,17,jul,117.0,1,-1,0,
50.0,blue-collar,married,secondary,no,1832,yes,no,cellular,17,jul,80.0,1,-1,0,
48.0,admin.,married,secondary,no,0,yes,no,cellular,17,jul,109.0,4,-1,0,
49.0,management,married,tertiary,no,964,yes,yes,cellular,17,jul,201.0,1,-1,0,
42.0,services,married,primary,no,0,no,no,cellular,17,jul,397.0,1,-1,0,
39.0,admin.,married,secondary,no,0,yes,no,cellular,17,jul,69.0,1,-1,0,
58.0,blue-collar,divorced,secondary,no,543,no,yes,telephone,17,jul,264.0,3,-1,0,
31.0,technician,single,tertiary,no,0,yes,no,cellular,17,jul,90.0,1,-1,0,
34.0,management,married,secondary,no,29,no,yes,cellular,17,jul,94.0,2,-1,0,
52.0,entrepreneur,married,secondary,no,10,no,yes,cellular,17,jul,72.0,3,-1,0,
43.0,entrepreneur,married,secondary,no,556,yes,no,cellular,17,jul,317.0,1,-1,0,
26.0,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,1150.0,3,-1,0,
36.0,technician,married,secondary,no,-179,yes,no,cellular,17,jul,144.0,1,-1,0,
26.0,entrepreneur,married,secondary,no,-142,yes,no,cellular,17,jul,126.0,1,-1,0,
34.0,services,married,secondary,no,40,yes,no,cellular,17,jul,302.0,2,-1,0,
49.0,technician,married,tertiary,no,80,no,no,cellular,17,jul,123.0,1,-1,0,
27.0,admin.,single,secondary,no,180,no,yes,cellular,17,jul,114.0,1,-1,0,
29.0,blue-collar,married,secondary,no,723,no,yes,cellular,17,jul,235.0,1,-1,0,
44.0,blue-collar,married,primary,no,10,yes,no,cellular,17,jul,196.0,1,-1,0,
40.0,services,married,secondary,no,518,no,no,telephone,17,jul,84.0,1,-1,0,
36.0,management,married,tertiary,no,-633,yes,no,cellular,17,jul,106.0,1,-1,0,
32.0,management,married,tertiary,no,958,yes,no,telephone,17,jul,151.0,1,-1,0,
30.0,services,married,secondary,no,7032,no,no,cellular,17,jul,102.0,1,-1,0,
55.0,retired,married,secondary,no,119,no,yes,cellular,17,jul,521.0,1,-1,0,
32.0,management,married,tertiary,no,710,yes,no,cellular,17,jul,181.0,2,-1,0,
35.0,admin.,married,secondary,no,0,no,no,cellular,17,jul,80.0,5,-1,0,
37.0,self-employed,married,secondary,yes,0,yes,no,cellular,17,jul,158.0,1,-1,0,
53.0,services,married,secondary,no,0,yes,no,cellular,17,jul,187.0,1,-1,0,
55.0,retired,divorced,secondary,no,138,no,no,cellular,17,jul,205.0,1,-1,0,
46.0,entrepreneur,married,secondary,no,294,yes,no,cellular,17,jul,228.0,1,-1,0,
26.0,blue-collar,single,secondary,no,4146,no,no,cellular,17,jul,628.0,1,-1,0,
51.0,technician,married,secondary,no,563,yes,no,cellular,17,jul,117.0,3,-1,0,
55.0,unemployed,divorced,secondary,no,79,yes,no,cellular,17,jul,418.0,2,-1,0,
40.0,admin.,married,secondary,no,-769,yes,yes,cellular,17,jul,64.0,1,-1,0,
60.0,entrepreneur,married,primary,no,83,yes,no,cellular,17,jul,302.0,2,-1,0,
35.0,housemaid,married,primary,no,113,yes,no,cellular,17,jul,923.0,2,-1,0,
41.0,housemaid,married,primary,no,15,no,yes,telephone,17,jul,17.0,3,-1,0,
42.0,admin.,married,secondary,no,1279,yes,no,cellular,17,jul,50.0,1,-1,0,
36.0,blue-collar,married,secondary,no,0,yes,no,cellular,17,jul,72.0,1,-1,0,
27.0,housemaid,married,secondary,no,0,no,yes,cellular,17,jul,72.0,1,-1,0,
52.0,admin.,divorced,secondary,no,1426,no,no,cellular,17,jul,115.0,1,-1,0,
36.0,services,single,secondary,no,80,no,yes,cellular,17,jul,258.0,1,-1,0,
30.0,services,married,secondary,no,1286,yes,yes,cellular,17,jul,544.0,1,-1,0,
30.0,management,married,tertiary,no,3134,yes,no,cellular,17,jul,124.0,1,-1,0,
52.0,blue-collar,married,secondary,no,1405,no,yes,cellular,17,jul,753.0,2,-1,0,
42.0,technician,single,secondary,no,1977,no,no,cellular,17,jul,72.0,6,-1,0,
45.0,management,married,tertiary,no,668,no,yes,cellular,17,jul,391.0,2,-1,0,
32.0,admin.,divorced,secondary,no,2017,no,yes,cellular,17,jul,686.0,1,-1,0,
42.0,services,divorced,secondary,no,138,no,no,cellular,17,jul,324.0,1,-1,0,
42.0,admin.,single,tertiary,no,168,yes,no,cellular,17,jul,295.0,1,-1,0,
30.0,management,single,tertiary,no,4,yes,no,cellular,17,jul,284.0,1,-1,0,
31.0,technician,single,,no,187,no,no,cellular,17,jul,86.0,1,-1,0,
48.0,blue-collar,married,secondary,no,1513,no,yes,cellular,17,jul,1171.0,1,-1,0,
42.0,blue-collar,married,secondary,no,5639,yes,no,cellular,17,jul,430.0,2,-1,0,
46.0,management,divorced,tertiary,no,-154,no,no,cellular,17,jul,201.0,1,-1,0,
38.0,management,divorced,tertiary,no,151,yes,no,cellular,17,jul,50.0,1,-1,0,
46.0,admin.,divorced,primary,no,509,no,no,cellular,17,jul,272.0,1,-1,0,
33.0,blue-collar,married,secondary,no,-260,yes,yes,cellular,17,jul,224.0,2,-1,0,
56.0,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,82.0,1,-1,0,
34.0,admin.,married,secondary,no,255,no,yes,telephone,17,jul,344.0,10,-1,0,
39.0,management,married,primary,no,3760,no,yes,cellular,17,jul,262.0,1,-1,0,
27.0,management,married,tertiary,no,342,yes,no,cellular,17,jul,818.0,1,-1,0,
48.0,housemaid,married,primary,no,379,no,no,cellular,17,jul,402.0,2,-1,0,
35.0,management,married,tertiary,no,0,no,no,cellular,17,jul,127.0,5,-1,0,
48.0,technician,married,tertiary,no,658,yes,no,cellular,17,jul,89.0,1,-1,0,
29.0,management,married,tertiary,no,727,yes,no,cellular,17,jul,87.0,1,-1,0,
30.0,admin.,married,secondary,no,-44,yes,no,cellular,17,jul,97.0,1,-1,0,
34.0,management,married,tertiary,no,3064,yes,no,cellular,17,jul,324.0,1,-1,0,
35.0,admin.,divorced,secondary,no,20,no,yes,cellular,17,jul,287.0,1,-1,0,
48.0,entrepreneur,married,tertiary,no,461,no,yes,cellular,17,jul,284.0,1,-1,0,
32.0,management,married,secondary,no,14611,yes,no,cellular,17,jul,67.0,1,-1,0,
43.0,blue-collar,married,secondary,no,833,no,no,cellular,17,jul,156.0,1,-1,0,
51.0,management,married,tertiary,no,333,no,yes,cellular,17,jul,234.0,1,-1,0,
34.0,services,divorced,secondary,no,797,yes,no,cellular,17,jul,54.0,1,-1,0,
27.0,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59.0,1,-1,0,
25.0,self-employed,single,tertiary,no,453,yes,no,cellular,17,jul,134.0,1,-1,0,
57.0,services,married,primary,no,443,no,no,telephone,17,jul,167.0,1,-1,0,
29.0,services,single,secondary,no,0,no,no,cellular,17,jul,58.0,1,-1,0,
47.0,blue-collar,married,primary,no,840,no,yes,cellular,17,jul,509.0,1,-1,0,
34.0,admin.,married,secondary,no,-191,yes,no,cellular,17,jul,156.0,6,-1,0,
26.0,self-employed,single,tertiary,no,82,yes,no,cellular,17,jul,200.0,1,-1,0,
35.0,unemployed,single,secondary,no,145,no,no,cellular,17,jul,354.0,1,-1,0,
31.0,blue-collar,single,primary,no,528,yes,no,cellular,17,jul,143.0,1,-1,0,
25.0,student,single,secondary,no,963,yes,no,cellular,17,jul,28.0,1,-1,0,
31.0,management,single,tertiary,no,2336,no,no,cellular,17,jul,224.0,1,-1,0,
55.0,management,single,tertiary,no,6507,yes,yes,cellular,17,jul,109.0,1,-1,0,
32.0,blue-collar,single,secondary,no,118,yes,no,cellular,17,jul,1275.0,1,-1,0,
30.0,management,married,tertiary,no,931,no,no,cellular,17,jul,1183.0,1,-1,0,
39.0,technician,married,secondary,no,251,yes,no,cellular,17,jul,342.0,2,-1,0,
28.0,blue-collar,married,secondary,no,379,no,yes,cellular,17,jul,164.0,1,-1,0,
30.0,management,married,tertiary,no,248,no,no,cellular,17,jul,692.0,1,-1,0,
46.0,technician,divorced,secondary,no,-154,yes,no,cellular,17,jul,158.0,1,-1,0,
53.0,management,married,tertiary,no,1348,no,yes,cellular,17,jul,120.0,3,-1,0,
25.0,services,married,secondary,no,10,yes,no,cellular,17,jul,114.0,1,-1,0,
34.0,management,married,tertiary,no,4943,yes,no,cellular,17,jul,118.0,2,-1,0,
58.0,services,married,secondary,no,553,no,yes,telephone,17,jul,109.0,3,-1,0,
31.0,blue-collar,married,secondary,no,212,yes,yes,cellular,17,jul,143.0,2,-1,0,
32.0,admin.,married,secondary,no,1031,yes,no,cellular,17,jul,84.0,1,-1,0,
58.0,admin.,married,secondary,no,1813,yes,no,telephone,17,jul,15.0,1,-1,0,
42.0,technician,married,secondary,no,782,yes,no,cellular,17,jul,536.0,2,-1,0,
60.0,retired,divorced,tertiary,no,129,no,no,cellular,17,jul,490.0,7,-1,0,
43.0,admin.,divorced,secondary,no,587,yes,no,cellular,17,jul,282.0,1,-1,0,
31.0,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,1008.0,2,-1,0,
52.0,management,married,tertiary,no,1564,yes,no,cellular,17,jul,493.0,1,-1,0,
32.0,technician,married,tertiary,no,133,yes,no,cellular,17,jul,421.0,1,-1,0,
27.0,blue-collar,married,secondary,no,1,yes,no,cellular,17,jul,259.0,1,-1,0,
37.0,management,married,tertiary,no,50,no,yes,cellular,17,jul,105.0,1,-1,0,
39.0,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301.0,1,-1,0,
30.0,services,divorced,secondary,no,21,no,no,cellular,17,jul,49.0,1,-1,0,
31.0,services,single,secondary,no,2251,yes,yes,cellular,17,jul,134.0,1,-1,0,
31.0,technician,married,tertiary,no,2951,yes,no,cellular,17,jul,115.0,1,-1,0,
26.0,services,single,secondary,no,-189,no,yes,cellular,17,jul,538.0,2,-1,0,
47.0,management,married,,no,555,yes,no,cellular,17,jul,179.0,1,-1,0,
50.0,blue-collar,married,primary,no,216,yes,no,cellular,17,jul,195.0,3,-1,0,
42.0,management,married,tertiary,no,4,yes,no,cellular,17,jul,795.0,1,-1,0,
59.0,admin.,married,secondary,no,-797,no,yes,cellular,17,jul,225.0,3,-1,0,
32.0,technician,married,secondary,no,348,yes,no,cellular,17,jul,926.0,1,-1,0,
50.0,technician,divorced,tertiary,no,291,no,yes,cellular,17,jul,219.0,1,-1,0,
29.0,technician,single,tertiary,no,406,yes,no,cellular,17,jul,119.0,1,-1,0,
28.0,management,married,tertiary,no,3516,no,no,cellular,17,jul,232.0,1,-1,0,
57.0,management,divorced,tertiary,no,429,yes,no,cellular,17,jul,245.0,1,-1,0,
39.0,blue-collar,married,secondary,no,-99,no,no,cellular,17,jul,260.0,1,-1,0,
