brand,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Honda,Accord,2009.0,400000.0,100000,Petrol,Individual,Automatic,Second Owner,11.7 kmpl,2354 CC,177.6 bhp,5.0
Maruti,Swift,2019.0,610000.0,10000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5.0
Maruti,Swift,2014.0,509999.0,110000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Tata,Safari,2014.0,521000.0,86000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2179 CC,138.1 bhp,7.0
Maruti,Swift,2014.0,511000.0,100000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Hyundai,i20,2014.0,451000.0,91000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0
Hyundai,i10,2009.0,170000.0,100000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Maruti,Swift,2013.0,450000.0,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Honda,City,2011.0,375000.0,90000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,5.0
Maruti,Alto,2016.0,305000.0,60000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5.0
Renault,KWID,2016.0,315000.0,51500,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0
Chevrolet,Sail,2016.0,,60000,Diesel,Individual,Manual,Second Owner,22.1 kmpl,1248 CC,74 bhp,5.0
Ford,Figo,2012.0,200000.0,104500,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0
Renault,Duster,2012.0,400000.0,120000,Diesel,Individual,Manual,Third Owner,19.01 kmpl,1461 CC,108.45 bhp,5.0
Maruti,Swift,2014.0,509999.0,100000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5.0
Honda,Civic,2008.0,375000.0,90000,Petrol,Individual,Manual,Third Owner,13.5 kmpl,1799 CC,130 bhp,5.0
Maruti,Wagon,2005.0,150000.0,150000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Maruti,Wagon,2006.0,75000.0,60000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Hyundai,Verna,2015.0,465000.0,50000,Petrol,Individual,Manual,Second Owner,17.43 kmpl,1396 CC,105.5 bhp,5.0
Hyundai,Grand,2019.0,700000.0,10000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0
Mahindra,Scorpio,2015.0,950000.0,120000,Diesel,Individual,Manual,Third Owner,15.4 kmpl,1997 CC,120 bhp,7.0
Hyundai,i20,2017.0,610000.0,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Maruti,Alto,2014.0,235000.0,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0
Maruti,Eeco,2017.0,330000.0,90000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5.0
Nissan,,2014.0,472000.0,90000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5.0
Maruti,Swift,,585000.0,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5.0
Mahindra,Supro,2018.0,500000.0,10000,Diesel,Individual,Manual,First Owner,23.5 kmpl,909 CC,45 bhp,8.0
Maruti,Alto,2019.0,360000.0,27000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0
Maruti,Swift,2016.0,649000.0,70000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Maruti,Omni,2017.0,200000.0,50000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,5.0
Hyundai,Grand,2014.0,400000.0,110000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,5.0
Maruti,Celerio,2015.0,250000.0,100000,Diesel,Individual,Manual,Second Owner,27.62 kmpl,793 CC,47 bhp,5.0
Mahindra,Marazzo,2018.0,1200000.0,50000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,7.0
Maruti,Swift,2009.0,250000.0,105000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,5.0
Toyota,Innova,2013.0,,110000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,8.0
Mahindra,XUV500,2014.0,800000.0,60000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Ford,Ecosport,2013.0,,49102,Petrol,Dealer,Manual,Second Owner,18.88 kmpl,999 CC,123.37 bhp,5.0
Hyundai,Santro,2010.0,150000.0,60000,Petrol,Individual,Manual,Third Owner,17.92 kmpl,1086 CC,62.1 bhp,5.0
Chevrolet,Beat,2012.0,170000.0,90000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,5.0
Renault,Duster,2013.0,360000.0,81000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,5.0
Hyundai,Xcent,,570000.0,80000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,5.0
Renault,Duster,2012.0,350000.0,105000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,5.0
Maruti,Ertiga,2017.0,700000.0,227000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,7.0
Renault,Duster,2012.0,375000.0,100000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,5.0
,Eeco,,450000.0,60000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5.0
Hyundai,i20,2013.0,325000.0,70000,Diesel,Individual,Manual,Third Owner,21.9 kmpl,1396 CC,88.76 bhp,5.0
Volkswagen,Vento,2011.0,260000.0,120000,Diesel,Individual,Manual,Third Owner,20.54 kmpl,1598 CC,103.6 bhp,5.0
Maruti,Alto,2009.0,130000.0,80000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Tata,New,2008.0,150000.0,120000,Diesel,Individual,Manual,Fourth & Above Owner,11.57 kmpl,2179 CC,138.1 bhp,7.0
Hyundai,Santro,2014.0,220000.0,40000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5.0
Hyundai,i10,2014.0,275000.0,53000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Maruti,Swift,2017.0,455000.0,60000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0
Hyundai,i20,2017.0,570000.0,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Volkswagen,Vento,2013.0,330000.0,100000,Diesel,Individual,Manual,Third Owner,20.54 kmpl,1598 CC,103.6 bhp,5.0
Toyota,Innova,2018.0,1576000.0,70000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,7.0
Maruti,Ertiga,2012.0,450000.0,98000,Diesel,Individual,Manual,Fourth & Above Owner,20.77 kmpl,1248 CC,88.8 bhp,7.0
Hyundai,EON,2014.0,250000.0,60000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Hyundai,i10,2010.0,165000.0,80000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Mahindra,Ssangyong,2013.0,800000.0,117000,Diesel,Dealer,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,7.0
Honda,Jazz,2018.0,680000.0,8576,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5.0
Tata,Tigor,2017.0,525000.0,19723,Petrol,Dealer,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,5.0
Honda,City,2016.0,825000.0,21446,Petrol,Dealer,Manual,First Owner,16.8 kmpl,1497 CC,116.3 bhp,5.0
Maruti,S-Cross,2017.0,750000.0,52289,Diesel,Dealer,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5.0
Mahindra,Scorpio,2017.0,950000.0,52236,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7.0
Mahindra,Scorpio,2017.0,950000.0,54470,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7.0
Hyundai,i20,2017.0,675000.0,25471,Diesel,Dealer,Manual,First Owner,21.9 kmpl,1396 CC,90 bhp,5.0
Tata,Tiago,2019.0,490000.0,33928,Petrol,Dealer,Manual,First Owner,23.84 kmpl,1199 CC,84.48 bhp,5.0
Mahindra,TUV,2018.0,775000.0,59736,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0
Honda,,2009.0,350000.0,54290,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,5.0
Honda,Brio,2016.0,475000.0,2118,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5.0
Mahindra,Scorpio,2017.0,950000.0,61379,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7.0
Honda,City,2010.0,350000.0,58544,Petrol,Dealer,Manual,Second Owner,17.4 kmpl,1497 CC,117.3 bhp,5.0
Maruti,Wagon,2016.0,400000.0,74381,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5.0
Maruti,800,2001.0,75000.0,35000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,4.0
Ford,Ecosport,2017.0,850000.0,63982,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,5.0
Maruti,Wagon,2008.0,175000.0,65000,Petrol,Dealer,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Mahindra,Bolero,2014.0,570000.0,74000,Diesel,Dealer,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Renault,Duster,2013.0,525000.0,56429,Diesel,Dealer,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,5.0
Hyundai,i10,2012.0,270000.0,56000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Hyundai,Santro,2019.0,434999.0,19500,Petrol,Dealer,Manual,First Owner,20.3 kmpl,1086 CC,68.07 bhp,5.0
Hyundai,i20,2015.0,495000.0,30000,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Hyundai,i20,2016.0,575000.0,53000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0
Hyundai,Xcent,2017.0,600000.0,5000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5.0
Hyundai,,2015.0,700000.0,25000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.4 bhp,5.0
Honda,City,2014.0,560000.0,72000,Diesel,Dealer,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0
Mahindra,Bolero,2005.0,250000.0,80000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Skoda,Rapid,2013.0,409999.0,29000,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1598 CC,103.5 bhp,5.0
Nissan,Terrano,2016.0,495000.0,56832,Diesel,Dealer,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,5.0
Hyundai,Elite,2014.0,470000.0,30528,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5.0
Honda,Amaze,2013.0,350000.0,65285,Diesel,Dealer,Manual,First Owner,24.7 kmpl,1498 CC,98.63 bhp,5.0
Toyota,Innova,2020.0,1560000.0,20102,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.51 bhp,8.0
Honda,Jazz,2015.0,480000.0,43000,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5.0
Toyota,Etios,2013.0,270000.0,52380,Diesel,Dealer,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,5.0
Mahindra,Bolero,2018.0,660000.0,74250,Diesel,Dealer,Manual,First Owner,21.0 kmpl,1498 CC,74.96 bhp,7.0
Maruti,Ignis,2017.0,490000.0,57247,Petrol,Dealer,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5.0
Maruti,Vitara,2017.0,800000.0,52000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0
Nissan,Sunny,2011.0,350000.0,47000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,5.0
Ford,Fiesta,2011.0,,80000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 CC,68 bhp,5.0
Tata,Indica,2011.0,125000.0,85000,Diesel,Individual,Manual,Second Owner,18.0 kmpl,1248 CC,75 bhp,5.0
Maruti,Swift,2012.0,400000.0,100000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Nissan,Sunny,2011.0,250000.0,110000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5.0
Fiat,Linea,2010.0,190000.0,178000,Diesel,Individual,Manual,Second Owner,20.4 kmpl,1248 CC,91.7 bhp,5.0
Maruti,Alto,2010.0,125000.0,120000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Jeep,Compass,2017.0,1950000.0,70000,Diesel,Individual,Manual,First Owner,16.3 kmpl,1956 CC,170 bhp,5.0
Audi,Q5,2011.0,1300000.0,120000,Diesel,Individual,Automatic,First Owner,12.8 kmpl,1968 CC,167.6 bhp,5.0
Toyota,Innova,2010.0,786000.0,155000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8.0
Maruti,Wagon,2015.0,335000.0,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti,Wagon,2009.0,114999.0,60000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 CC,67 bhp,5.0
Volkswagen,Polo,2012.0,,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0
Hyundai,i20,2017.0,731000.0,40000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0
Hyundai,Verna,2012.0,395000.0,120000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0
Maruti,Swift,2015.0,500000.0,120000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Hyundai,EON,2014.0,220000.0,50000,Petrol,Individual,Manual,Third Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Ford,Figo,2013.0,240000.0,100000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.1 bhp,5.0
Hyundai,i20,2010.0,215000.0,120000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,5.0
Maruti,Swift,2012.0,400000.0,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5.0
Maruti,Zen,2012.0,191000.0,90000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,5.0
Mahindra,Xylo,2013.0,351000.0,100000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,8.0
Tata,Nano,2015.0,250000.0,20000,Petrol,Individual,Automatic,First Owner,21.9 kmpl,624 CC,37.48 bhp,4.0
Hyundai,Verna,2009.0,210000.0,90000,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 CC,110 bhp,5.0
Toyota,Etios,2011.0,300000.0,120000,Petrol,Individual,Manual,Third Owner,17.6 kmpl,1496 CC,88.7 bhp,5.0
Ford,Figo,2017.0,700000.0,35000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0
Hyundai,Sonata,2010.0,500000.0,120000,Diesel,Individual,Manual,Second Owner,11.8 kmpl,1991 CC,150 bhp,5.0
Maruti,800,2002.0,120000.0,120000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0
Hyundai,Elite,2019.0,850000.0,10000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,5.0
Honda,WR-V,2017.0,770000.0,65000,Diesel,Individual,Manual,Second Owner,25.5 kmpl,1498 CC,98.6 bhp,5.0
Honda,Civic,2007.0,245000.0,90000,Petrol,Individual,Manual,Third Owner,13.5 kmpl,1799 CC,130 bhp,5.0
Maruti,Alto,2012.0,250000.0,90000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5.0
,i20,2016.0,651000.0,42323,Diesel,Dealer,Manual,First Owner,21.19 kmpl,1396 CC,88.76 bhp,5.0
Honda,City,2013.0,480000.0,42462,Petrol,Dealer,Manual,First Owner,16.8 kmpl,1497 CC,116.3 bhp,5.0
,Swift,2015.0,470000.0,54723,Diesel,Dealer,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0
Honda,Jazz,2016.0,500000.0,30000,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,5.0
BMW,X1,2011.0,1075000.0,42545,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1998 CC,190 bhp,5.0
Maruti,S-Cross,2016.0,690000.0,32000,Diesel,Dealer,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5.0
Maruti,Ignis,2018.0,480000.0,20375,Petrol,Dealer,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5.0
Maruti,Swift,2013.0,450000.0,43978,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 CC,74 bhp,5.0
Mahindra,Bolero,2015.0,445000.0,40200,Diesel,Dealer,Manual,First Owner,21.0 kmpl,1498 CC,74.96 bhp,7.0
Hyundai,i20,2018.0,700000.0,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Maruti,Ertiga,2014.0,560000.0,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,7.0
Ford,Ecosport,2013.0,475000.0,48000,Diesel,Dealer,Manual,Second Owner,21.7 kmpl,1498 CC,98.96 bhp,5.0
Honda,Amaze,2014.0,465000.0,27233,Diesel,Dealer,Manual,First Owner,27.4 kmpl,1498 CC,98.63 bhp,5.0
Maruti,Swift,2017.0,520000.0,28832,Diesel,Dealer,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Tata,Manza,2011.0,225000.0,35000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1368 CC,90 bhp,5.0
Maruti,Ertiga,2015.0,,35000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7.0
Honda,City,2006.0,93150.0,80000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5.0
Mahindra,Quanto,2016.0,403000.0,30000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,7.0
Hyundai,i10,2009.0,229999.0,50000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0
Maruti,Swift,2016.0,525000.0,40000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Maruti,Ertiga,2014.0,560000.0,25000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7.0
Mahindra,XUV500,2020.0,830000.0,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,7.0
Maruti,Ritz,2011.0,250000.0,60000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0
Mahindra,Bolero,2014.0,450000.0,110000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9.0
Mahindra,Scorpio,2016.0,745000.0,67000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7.0
Ford,Figo,2010.0,144000.0,50000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0
Maruti,Zen,2008.0,120000.0,40000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1061 CC,64 bhp,5.0
Tata,New,2008.0,300000.0,120000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,7.0
Maruti,800,1999.0,52000.0,100000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0
Mahindra,Scorpio,2003.0,300000.0,98000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2179 CC,120 bhp,8.0
Mahindra,Bolero,2009.0,270000.0,150000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Chevrolet,Sail,2014.0,260000.0,38000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,74 bhp,5.0
Toyota,Etios,2015.0,475000.0,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,5.0
Ford,Figo,2011.0,302000.0,103000,Diesel,Individual,Manual,Third Owner,20.0 kmpl,1399 CC,68 bhp,5.0
Maruti,800,1994.0,45000.0,60000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0
Maruti,Vitara,2017.0,775000.0,80000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0
Maruti,Ertiga,2015.0,700000.0,50000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0
Maruti,Swift,2014.0,530000.0,90000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0
Tata,Nexon,2017.0,869999.0,70000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,5.0
Hyundai,Elantra,2006.0,155000.0,110000,Diesel,Individual,Manual,Fourth & Above Owner,14.9 kmpl,1991 CC,112.2 bhp,5.0
Tata,Tiago,2019.0,550000.0,30000,Petrol,Individual,Automatic,First Owner,23.84 kmpl,1199 CC,83.83 bhp,5.0
Maruti,Swift,2016.0,600000.0,80000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Maruti,,2012.0,430000.0,110000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Tata,Manza,2010.0,246000.0,120000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,5.0
Maruti,Zen,2003.0,120000.0,120000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,5.0
Hyundai,i20,2014.0,565000.0,70000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Hyundai,Elite,2018.0,850000.0,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,5.0
Maruti,Alto,2006.0,160000.0,90000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Fiat,Linea,2014.0,325000.0,142500,Diesel,Individual,Manual,First Owner,19.5 kmpl,1248 CC,75 bhp,5.0
Mahindra,Scorpio,2011.0,450000.0,90000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,8.0
Hyundai,i10,2015.0,310000.0,50000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0
Honda,,2013.0,250000.0,90000,Diesel,Individual,Manual,Third Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0
Maruti,Swift,2015.0,420000.0,115000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Hyundai,i20,2013.0,330000.0,150000,Petrol,Individual,Automatic,Second Owner,15.0 kmpl,1396 CC,98.6 bhp,5.0
Maruti,Swift,2015.0,405000.0,68000,Petrol,Individual,Manual,Second Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0
Mahindra,Bolero,2013.0,400000.0,90000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Honda,City,2010.0,409999.0,110000,Petrol,Individual,Automatic,Third Owner,15.6 kmpl,1497 CC,116.3 bhp,5.0
Mahindra,Bolero,2013.0,500000.0,70000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Mahindra,XUV500,2011.0,590000.0,80000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Hyundai,i10,2007.0,135000.0,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0
Maruti,Wagon,2004.0,70000.0,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Maruti,800,2004.0,45000.0,77000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,4.0
Maruti,Swift,2018.0,650000.0,35500,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Maruti,Wagon,2018.0,400000.0,17500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti,Alto,2017.0,350000.0,27000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0
Hyundai,Grand,2017.0,550000.0,60000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0
Maruti,Wagon,2016.0,350000.0,25000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti,Swift,2015.0,459999.0,80000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Maruti,Alto,2012.0,185000.0,60000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Volkswagen,Polo,2013.0,550000.0,38000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0
Maruti,Wagon,2012.0,300000.0,100000,LPG,Individual,Manual,Second Owner,26.2 km/kg,998 CC,58.2 bhp,5.0
Toyota,Innova,2011.0,900000.0,110000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,8.0
Honda,BR-V,2016.0,900000.0,92000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1498 CC,98.6 bhp,7.0
Mahindra,Bolero,2012.0,550000.0,180000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,62.1 bhp,9.0
Maruti,Baleno,2018.0,625000.0,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0
,Alto,2017.0,310000.0,35000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,5.0
Maruti,Swift,2017.0,500000.0,35000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5.0
Hyundai,,2016.0,610000.0,23000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,5.0
Tata,,2012.0,150000.0,150000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,5.0
Hyundai,Xcent,2015.0,480000.0,70000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,5.0
